Glenn Duncan,0.24,0.52,4,228,5,0,0,0,sales,medium
Kara Bush,0.66,0.75,5,227,3,1,0,0,sales,medium
Kathryn Phillip,0.43,0.63,3,156,3,0,0,0,sales,medium
Teresa Ruiz,0.75,0.66,5,177,2,0,0,0,sales,low
Mark Wehunt,0.42,0.89,6,188,5,1,0,0,sales,low
Trevor Vega,0.54,0.74,3,185,4,0,0,0,sales,low
Jeanette Peraza,0.84,0.85,3,153,4,0,0,0,accounting,low
Helen Decker,0.95,0.79,4,174,3,0,0,0,accounting,low
Kevin Henton,0.6,0.61,4,209,3,0,0,0,accounting,low
Elizabeth Fisher,0.95,0.71,3,251,2,1,0,0,hr,low
Nathanial Mills,0.62,0.89,3,153,3,1,0,0,hr,low
Larry Logan,0.89,0.73,3,210,2,0,0,0,hr,low
Tracey Powell,0.73,0.93,5,167,3,0,0,0,hr,low
Vickie Alger,0.86,0.94,3,151,2,0,0,0,technical,low
Kendall Mahan,0.76,0.73,3,158,2,0,0,0,technical,low
Francis Rens,0.91,0.76,3,116,5,0,0,0,technical,low
Matthew Agee,1.0,0.81,5,178,2,0,0,0,technical,low
Jack Sandlin,0.98,0.78,4,155,3,1,0,0,technical,low
Anne Reynolds,0.65,0.89,3,151,2,0,0,0,technical,low
Herman Prado,0.62,0.79,4,216,2,1,0,0,technical,low
Brenda Shumate,0.83,0.82,5,179,3,0,0,0,technical,low
James Timmons,0.75,1.0,4,135,4,0,0,0,technical,low
William Hall,0.82,0.63,4,232,4,0,0,0,technical,low
Linda Collazo,0.69,0.68,4,168,3,0,0,0,technical,low
Chandra Boggess,0.41,0.96,6,171,5,1,0,0,support,medium
Lue Meador,0.52,0.64,5,258,2,0,0,0,support,medium
Paul Virgil,0.74,0.86,3,221,2,0,0,0,support,medium
Mary Daly,0.33,0.96,5,97,3,0,0,0,support,medium
Jacinda Wise,0.8,0.69,3,164,3,0,0,0,support,medium
Joanne Jones,0.82,0.89,4,237,3,0,0,0,support,medium
Cindy Taylor,0.59,0.65,5,161,2,0,0,0,support,medium
Marian Delgado,0.98,0.8,4,134,2,1,0,0,support,medium
William Hilburn,0.93,0.94,4,188,3,0,0,0,support,medium
Nicole Siple,0.49,0.95,4,181,3,0,0,0,support,medium
Eduardo Raymond,0.6,0.94,4,160,2,0,0,0,support,medium
Rosa Trujillo,0.34,0.82,6,197,5,1,0,0,technical,medium
Dale Moon,0.71,0.77,3,145,3,0,0,0,technical,high
Raquel Kluesner,0.6,0.64,5,221,2,0,0,0,technical,low
Rebekah Jackson,0.12,0.78,6,260,5,0,0,0,management,medium
Myrtle Chavez,0.16,0.87,3,99,5,1,0,0,IT,medium
Lauren Smith,0.57,0.61,3,243,3,0,0,0,IT,medium
Lisa Bonnell,0.72,0.8,5,244,3,0,0,0,IT,medium
Richard Crosby,0.91,0.55,4,179,4,0,0,0,IT,low
Amy Mcintosh,0.95,0.49,4,146,6,1,0,0,IT,low
Chad Vanscyoc,0.71,0.9,3,262,2,1,0,0,product_mng,low
Anita Ong,0.9,0.69,4,174,2,0,0,0,product_mng,low
Ricky Sullivan,0.66,0.81,4,148,4,0,0,0,product_mng,low
Patricia Victor,0.48,0.59,5,235,3,0,0,0,product_mng,low
Era Gustafson,0.82,0.82,5,285,2,1,0,0,IT,low
Evelyn Arispe,0.83,0.79,4,143,3,0,0,0,RandD,low
Grace Pritchard,0.85,0.82,6,141,5,0,0,0,RandD,low
Mary Sinkiewicz,0.84,0.47,3,125,4,0,0,0,RandD,low
Lawrence Barr,0.99,0.51,4,232,3,0,0,0,RandD,low
Marie Hodge,0.54,0.72,3,172,2,0,0,0,RandD,low
Lynne Lucero,0.64,0.42,5,283,5,0,0,0,marketing,low
Katherine Vosburg,0.67,0.68,3,189,3,0,0,0,sales,low
Justin Harrington,0.48,0.54,2,144,3,0,0,0,accounting,low
Kenneth Hill,0.58,0.77,4,145,3,1,0,0,support,low
William Murphy,0.54,0.59,3,200,3,0,0,0,technical,low
Mary Hicks,0.25,0.65,3,264,4,0,0,0,management,low
