Jeffrey Brown,0.82,0.89,4,275,3,0,0,0,IT,medium
James Taylor,0.19,0.81,5,245,5,0,0,0,RandD,medium
Christopher Ruffin,0.9,0.9,3,147,3,1,0,0,RandD,medium
Shari Ortiz,0.59,1.0,4,275,3,0,0,0,RandD,medium
Teresa Jackson,0.53,0.46,2,167,2,0,0,0,RandD,medium
Majorie Defazio,0.57,0.5,5,149,5,1,0,0,RandD,medium
Anna Mccroy,0.85,0.99,4,233,2,0,0,0,marketing,high
William Lacy,0.64,0.67,5,167,2,0,0,0,sales,low
Misty Ramirez,0.57,0.54,3,159,3,1,0,0,accounting,medium
Brandy Sofia,0.86,0.85,2,195,4,0,0,0,support,medium
Mary Clark,0.6,0.7,5,229,2,0,0,0,technical,medium
Janet Williams,0.17,0.76,4,199,5,0,0,0,management,medium
Gladys Inglis,0.54,0.63,3,174,3,0,0,0,marketing,low
Maria Hughey,0.35,0.78,5,275,4,0,0,0,marketing,low
Juanita Bennett,0.92,0.77,5,217,4,0,0,0,marketing,low
William Merrett,0.66,1.0,4,192,2,0,0,0,sales,low
Gordon Velez,0.83,0.9,4,195,3,0,0,0,sales,low
Lloyd Flynn,0.89,0.86,3,261,4,0,0,0,sales,low
Stanley Westerheide,0.94,0.61,4,199,3,0,0,0,sales,low
Melinda Reay,0.24,0.85,4,160,5,0,0,0,sales,low
Pamela Brady,0.69,0.8,3,177,4,0,0,0,sales,low
Ronald Collins,0.45,0.46,3,179,2,1,0,0,sales,low
Mary Carney,0.78,0.93,4,161,3,0,0,0,sales,low
Charles Chesser,0.91,0.38,5,279,5,0,0,0,sales,low
Henry Burmside,0.63,0.65,4,246,6,1,0,0,sales,low
Sandra Polkinghorn,0.71,0.8,4,199,2,0,0,0,sales,low
Alberto Bryant,0.73,0.69,3,161,3,0,0,0,sales,low
Carolyn Gleason,0.69,0.52,5,219,3,0,0,0,sales,low
Demarcus Empie,0.52,0.57,5,162,3,0,0,0,sales,low
John Rubel,0.78,0.66,4,258,3,0,0,0,sales,low
James Shireman,0.94,0.69,3,269,3,0,0,0,sales,low
Samara Hatton,0.55,0.73,4,201,3,0,0,0,sales,low
Amanda Folger,0.43,0.38,2,278,3,1,0,0,sales,low
Margaret Mcduffy,0.77,0.66,3,147,2,0,0,0,sales,medium
Kenneth Cordero,0.59,0.8,5,247,3,0,0,0,accounting,medium
Jeffrey Perkins,0.65,0.54,4,191,4,0,0,0,accounting,medium
Ella Taylor,0.82,0.37,2,280,3,0,0,0,accounting,medium
Karen Lau,0.31,0.72,2,191,3,0,0,0,hr,medium
John Clement,0.84,0.65,4,264,2,0,0,0,hr,medium
Corey Molloy,0.15,0.4,3,236,5,0,0,0,hr,medium
Ronald Jones,0.64,0.52,4,271,2,1,0,0,hr,medium
Louis Byrd,0.48,0.63,5,129,5,0,0,0,technical,medium
Beatrice Bove,0.82,0.58,4,249,5,0,0,0,technical,medium
Randall Goodlett,0.99,0.54,3,188,3,0,0,0,technical,medium
Harvey Capizzi,0.8,0.52,3,147,3,1,0,0,technical,medium
Drew Flores,0.94,0.92,3,273,3,0,0,0,technical,high
Glenda Eddy,0.94,0.81,4,237,3,1,0,0,technical,low
John Johnson,0.77,0.79,3,273,2,0,0,0,technical,medium
Irene Newhouse,0.48,0.54,3,190,3,0,0,0,technical,medium
Theodore Rigsby,0.62,0.68,3,226,3,0,0,0,technical,medium
Kathryn Mckinney,0.61,0.9,4,216,3,0,0,0,technical,medium
May Bowden,0.27,0.6,6,205,5,1,0,0,technical,low
David Nunez,0.89,0.65,3,208,2,0,0,0,support,low
Jose Sullivan,0.58,0.81,4,266,2,0,0,0,support,low
Alfredo Lee,0.64,0.77,3,249,2,1,0,0,support,low
Cora Johnson,0.73,0.88,5,134,2,1,0,0,support,low
June Murray,0.74,0.85,2,189,3,0,0,0,support,low
Carlos Hull,0.75,0.82,4,143,2,0,0,0,support,low
Gary Carr,0.78,0.84,4,173,3,0,0,0,support,low
James Peterson,0.18,0.95,6,248,3,0,0,0,support,low
Ivory Borovec,0.8,0.84,3,186,6,0,0,0,support,low
