Douglas Stephenson,0.38,0.53,2,157,3,0,1,0,sales,low
Aaron Zielinski,0.8,0.86,5,262,6,0,1,0,sales,medium
David Tanner,0.11,0.88,7,272,4,0,1,0,sales,medium
Robert Odom,0.72,0.87,5,223,5,0,1,0,sales,low
William Harlin,0.37,0.52,2,159,3,0,1,0,sales,low
Isabelle Garrett,0.41,0.5,2,153,3,0,1,0,sales,low
Patrick Cerny,0.1,0.77,6,247,4,0,1,0,sales,low
Regina Gonzalez,0.92,0.85,5,259,5,0,1,0,sales,low
Raquel Ellison,0.89,1.0,5,224,5,0,1,0,sales,low
David Carrol,0.42,0.53,2,142,3,0,1,0,sales,low
Lita Read,0.45,0.54,2,135,3,0,1,0,sales,low
Gay Anderson,0.11,0.81,6,305,4,0,1,0,sales,low
Robert Gross,0.84,0.92,4,234,5,0,1,0,sales,low
James Riley,0.41,0.55,2,148,3,0,1,0,sales,low
Sharon Williams,0.36,0.56,2,137,3,0,1,0,sales,low
Marianne Burgess,0.38,0.54,2,143,3,0,1,0,sales,low
Karen Henry,0.45,0.47,2,160,3,0,1,0,sales,low
Kenneth Costley,0.78,0.99,4,255,6,0,1,0,sales,low
Beryl Funderburk,0.45,0.51,2,160,3,1,1,1,sales,low
Robert Parsons,0.76,0.89,5,262,5,0,1,0,sales,low
Paulette Foster,0.11,0.83,6,282,4,0,1,0,sales,low
Hugh King,0.38,0.55,2,147,3,0,1,0,sales,low
Janet Adams,0.09,0.95,6,304,4,0,1,0,sales,low
Joseph Dunn,0.46,0.57,2,139,3,0,1,0,sales,low
Christopher Walker,0.4,0.53,2,158,3,0,1,0,sales,low
Timothy Rollins,0.89,0.92,5,242,5,0,1,0,sales,low
Jeff Spaulding,0.82,0.87,4,239,5,0,1,0,sales,low
Louise Singletary,0.4,0.49,2,135,3,0,1,0,sales,low
Thomas Haar,0.41,0.46,2,128,3,0,1,0,accounting,low
John Ford,0.38,0.5,2,132,3,0,1,0,accounting,low
Gerald Evans,0.09,0.62,6,294,4,0,1,0,accounting,low
Rebecca Lupkes,0.45,0.57,2,134,3,0,1,0,hr,low
David Terrance,0.4,0.51,2,145,3,0,1,0,hr,low
Thomas Aucoin,0.45,0.55,2,140,3,0,1,0,hr,low
Angela Middleton,0.84,0.87,4,246,6,0,1,0,hr,low
Romeo Mathews,0.1,0.94,6,255,4,0,1,0,technical,low
Marina Natal,0.38,0.46,2,137,3,0,1,0,technical,low
Colleen Scarberry,0.45,0.5,2,126,3,0,1,0,technical,low
Rico Hendricks,0.11,0.89,6,306,4,0,1,0,technical,low
Margaret Wilkins,0.41,0.54,2,152,3,0,1,0,technical,low
George Machak,0.87,0.88,5,269,5,0,1,0,technical,low
Daniel Gonzalez,0.45,0.48,2,158,3,0,1,0,technical,low
Raymond Simpson,0.4,0.46,2,127,3,0,1,0,technical,low
Nanette Sutton,0.1,0.8,7,281,4,0,1,0,technical,low
Sally Kearns,0.09,0.89,6,276,4,0,1,0,technical,low
Jack Honeycutt,0.84,0.74,3,182,4,0,1,0,technical,low
Judy Valdez,0.4,0.55,2,147,3,0,1,0,support,low
Florence Fernandez,0.57,0.7,3,273,6,0,1,0,support,low
Birdie Hogan,0.4,0.54,2,148,3,0,1,0,support,low
Elaine Jackson,0.43,0.47,2,147,3,0,1,0,support,low
Benjamin Hoff,0.13,0.78,6,152,2,0,1,0,support,low
Johanna Tinker,0.44,0.55,2,135,3,0,1,0,support,low
Breanne Stevens,0.38,0.55,2,134,3,0,1,0,support,low
Craig Simpson,0.39,0.54,2,132,3,0,1,0,support,low
Charles Harris,0.1,0.92,7,307,4,0,1,0,support,low
Melvin Sherman,0.37,0.46,2,140,3,0,1,0,support,low
Kenneth Alexander,0.11,0.94,7,255,4,0,1,0,support,low
Leroy Glass,0.1,0.81,6,309,4,0,1,0,technical,low
Lissette Stanwick,0.38,0.54,2,128,3,0,1,0,technical,low
Lisa Mccleave,0.85,1.0,4,225,5,0,1,0,technical,low
Omer Roberts,0.85,0.91,5,226,5,0,1,0,management,medium
Elbert Miller,0.11,0.93,7,308,4,0,1,0,IT,medium
Floyd Schumacher,0.1,0.95,6,244,5,0,1,0,IT,medium
Kim Battson,0.36,0.56,2,132,3,0,1,0,IT,medium
Barbara Crutchfield,0.11,0.94,6,286,4,0,1,0,IT,medium
Sara Harris,0.81,0.7,6,161,4,0,1,0,IT,medium
Jason Pittman,0.43,0.54,2,153,3,0,1,0,product_mng,medium
Jennifer Dukes,0.9,0.98,4,264,6,0,1,0,product_mng,medium
Reuben Galvan,0.76,0.86,5,223,5,1,1,0,product_mng,medium
Jennifer Hull,0.43,0.5,2,135,3,0,1,0,product_mng,medium
David Merrill,0.74,0.99,2,277,3,0,1,0,IT,medium
Desiree Milo,0.09,0.77,5,275,4,0,1,0,product_mng,medium
Winfred Alvord,0.45,0.49,2,149,3,0,1,0,product_mng,high
Alvin Pope,0.09,0.87,7,295,4,0,1,0,product_mng,low
Tony Hillard,0.11,0.97,6,277,4,0,1,0,product_mng,medium
Yuki Mestas,0.11,0.79,7,306,4,0,1,0,product_mng,medium
Gloria Burroughs,0.1,0.83,6,295,4,0,1,0,product_mng,medium
Valerie Goldstein,0.4,0.54,2,137,3,0,1,0,marketing,medium
Laura Brown,0.43,0.56,2,157,3,0,1,0,sales,low
Peter Meng,0.39,0.56,2,142,3,0,1,0,accounting,low
Steven Martin,0.45,0.54,2,140,3,0,1,0,support,low
Patricia Acton,0.38,0.49,2,151,3,0,1,0,technical,low
Laurie Lux,0.79,0.59,4,139,3,0,1,1,management,low
