Patricia Lints,0.62,0.77,3,225,4,1,0,0,technical,low
Paul Friedman,0.32,0.4,2,132,3,0,0,0,technical,low
Michael Wan,0.58,0.91,5,185,2,0,0,0,support,low
Tracey Gunnels,0.59,0.9,4,173,3,0,0,0,support,medium
Charles Fairbanks,0.59,0.55,3,179,3,0,0,0,support,medium
Andrea Green,0.8,0.58,4,189,2,0,0,0,support,medium
Arlene Manning,0.84,0.85,5,246,3,0,0,0,support,medium
William Jeter,0.54,0.76,2,166,4,0,0,0,support,medium
Graham Mcfadden,0.51,0.98,4,245,3,0,0,0,support,medium
Myesha Trombly,0.66,0.56,2,104,3,1,0,0,support,medium
Lashawn Campbell,0.37,0.52,4,151,2,0,0,0,support,medium
Brandon Weeks,0.49,0.63,4,213,3,0,0,0,support,medium
Gwendolyn Graham,0.88,0.71,5,255,3,0,0,0,support,medium
James Rivera,0.66,0.9,4,268,3,0,0,0,technical,medium
Christopher Gonzalez,0.25,0.53,4,160,4,0,0,0,technical,medium
Lori Johnson,0.49,0.52,4,267,2,0,0,0,technical,high
Justin Grochmal,0.87,0.77,3,190,3,0,0,0,management,low
Vincent Hayes,0.54,0.95,5,255,2,0,0,0,IT,medium
Ronald Travillian,0.24,0.95,3,168,4,0,0,0,IT,medium
Chad Wright,0.65,0.74,4,228,2,1,0,0,IT,medium
Jeffrey Ralston,0.58,0.87,4,181,3,0,0,0,IT,medium
Alicia Ashworth,0.77,0.54,5,252,2,0,0,0,IT,low
Janet Shaffer,0.86,0.63,4,244,3,0,0,0,product_mng,low
Vanessa Obrien,0.62,0.69,3,207,4,0,0,0,product_mng,low
Cheryl Ellington,0.56,0.48,3,134,3,0,0,0,product_mng,low
Scott Beam,0.75,0.53,3,244,2,0,0,0,product_mng,low
Jeannette Carter,0.8,0.96,4,160,4,0,0,0,IT,low
Cody West,0.56,0.93,4,260,4,0,0,0,RandD,low
Michael Thomas,0.83,0.6,4,170,3,0,0,0,RandD,low
Adeline Lee,0.51,0.98,4,171,2,0,0,0,RandD,low
Teri Ferguson,0.82,0.9,4,232,3,0,0,0,RandD,low
Rodney Jarquin,0.81,0.91,3,184,3,0,0,0,RandD,low
Annis Smith,0.52,0.64,4,268,3,0,0,0,marketing,low
Kathryn Mattews,0.79,0.56,4,248,3,0,0,0,sales,low
Tammy Moretti,0.83,0.5,5,274,3,0,0,0,accounting,low
Kevin Vitt,0.97,0.81,3,145,3,0,0,0,support,low
Frank Mason,0.61,0.88,5,134,4,0,0,0,technical,low
Alfred Guest,0.84,0.66,3,114,6,1,0,0,management,low
Donna Davis,0.9,1.0,4,218,2,0,0,0,marketing,low
Eleanor Morgan,0.82,0.77,4,152,2,1,0,0,marketing,low
Joy Lee,0.69,0.76,5,174,3,0,0,0,marketing,low
Elizabeth Miller,0.18,0.73,6,231,4,0,0,0,sales,low
Sara Johnson,0.33,1.0,2,210,3,1,0,0,sales,medium
