Josephine Hiestand,0.58,0.71,4,145,3,1,0,1,RandD,medium
Mae Howe,0.43,0.6,3,138,3,0,0,1,RandD,medium
Roger Jones,0.72,0.49,3,203,3,0,0,1,RandD,medium
Thomas Johnson,0.95,0.96,5,175,3,1,0,1,RandD,medium
Jimmie Dawkins,0.35,0.67,3,119,3,0,0,1,marketing,medium
Bobbie Weintraub,0.77,0.79,3,157,3,0,0,1,sales,medium
Alan Collins,0.74,0.7,5,135,2,0,0,1,accounting,medium
Brian Thompson,0.5,0.6,4,200,2,0,0,1,support,medium
Phil Houston,0.87,0.56,4,121,2,0,0,1,technical,medium
Edward Mosquera,0.55,0.48,3,162,3,0,0,1,management,high
Kaci Ridenour,0.8,0.65,3,135,3,0,0,1,marketing,low
Donald Harbach,0.49,0.52,4,183,2,0,0,1,marketing,medium
Renata Gracia,0.54,0.92,4,228,3,0,0,1,marketing,medium
Carmen Barnum,0.21,0.87,4,148,5,0,0,0,sales,medium
Anna Moore,0.77,0.77,3,219,2,0,0,0,sales,medium
Jacqueline Tuck,0.53,0.73,4,147,3,0,0,0,sales,low
Tommie Huff,0.89,0.49,5,165,6,0,0,0,sales,low
Bill Gallagher,0.25,0.59,4,218,3,1,0,0,sales,low
Troy Bartlett,0.53,0.59,3,231,2,0,0,0,sales,low
Elaine Miller,0.44,0.45,2,124,3,0,0,0,sales,low
Luz Wessel,0.7,0.44,2,131,2,0,0,0,sales,low
Numbers Myers,0.54,0.76,3,199,4,0,0,0,sales,low
Ricardo Farris,0.9,0.56,3,220,3,0,0,0,sales,low
Lora Soos,0.69,0.8,5,215,3,0,0,0,sales,low
Elizabeth Rago,0.78,0.59,4,180,3,0,0,0,sales,low
Terry Lighty,0.91,0.49,6,272,6,0,0,0,sales,low
Joe Morello,0.92,0.61,2,228,2,0,0,0,sales,low
Gregory Riehle,0.96,0.88,3,168,2,0,0,0,sales,low
Jeanne Johnson,0.8,0.77,4,205,2,0,0,0,sales,low
Roy Golden,0.52,0.67,3,244,3,0,0,0,sales,low
Arthur Mayfield,0.52,0.97,3,185,2,0,0,0,sales,low
Nathanael Toban,0.93,0.96,5,135,3,1,0,0,sales,low
Krystal Upshaw,0.89,0.9,4,160,2,0,0,0,accounting,low
Robert Anderson,0.83,0.61,4,262,4,0,0,0,accounting,low
Charles Degroot,0.7,0.84,6,225,6,0,0,0,accounting,low
Lynda Moser,0.89,0.74,4,174,2,0,0,0,hr,low
Clair Randall,0.21,0.37,6,266,3,0,0,1,hr,medium
Steven Andersson,0.67,0.78,4,241,4,0,0,1,hr,medium
Ava Bubert,0.73,0.97,3,245,2,0,0,1,hr,medium
Deshawn Fink,0.85,0.51,3,261,4,0,0,1,technical,medium
Michael Stevenson,0.54,0.85,4,157,3,0,0,1,technical,medium
Robyn Hernandez,0.74,0.94,3,286,6,0,0,1,technical,medium
Mark Allen,0.71,0.65,4,263,2,1,0,1,technical,medium
Amanda Bowe,0.76,0.52,2,229,3,0,0,1,technical,medium
Christopher Friday,0.85,0.5,4,159,2,0,0,1,technical,medium
Iola Madison,0.82,0.89,4,196,3,0,0,1,technical,medium
Yolanda Mcbrayer,0.71,0.79,4,133,3,0,0,1,technical,medium
Richard Desousa,0.79,0.65,5,228,3,0,0,1,technical,medium
Luis Desmond,0.86,0.56,4,247,3,0,0,1,technical,high
Andrew Runyon,0.9,0.78,5,215,3,0,0,1,technical,low
Richard Faulds,0.65,0.8,6,233,3,1,0,1,support,medium
Caleb Ford,0.53,0.74,5,237,2,0,0,1,support,medium
Azucena Robbin,0.51,0.91,4,269,5,0,0,1,support,medium
Greg Price,1.0,0.76,6,246,3,1,0,1,support,medium
Lisa Polk,0.92,0.82,4,168,3,0,0,1,support,low
Kate Berry,1.0,0.59,3,168,3,0,0,1,support,low
Trina Morgan,0.23,0.67,4,163,5,0,0,1,support,low
Lila Dixon,0.52,0.77,3,142,2,0,0,1,support,low
Henry Carbajal,0.8,0.83,4,183,2,1,0,1,support,low
Christine Turner,0.59,0.72,4,264,3,0,0,0,support,low
Martin Oliver,0.75,0.55,2,184,2,0,0,0,support,low
Lawrence Shea,0.99,0.58,4,138,3,0,0,0,technical,low
Mark Olsen,0.57,0.76,3,195,3,0,0,0,technical,medium
Maria Coy,0.87,0.95,4,251,3,0,0,0,technical,medium
Andrew Manning,0.52,0.47,3,108,5,0,0,0,management,medium
Edward Frankenfield,0.57,0.9,3,144,2,0,0,0,IT,medium
Zena Shaw,0.32,0.77,6,112,4,0,0,0,IT,medium
John Palacios,0.66,0.81,2,201,3,0,0,0,IT,medium
Robert Nucklos,0.53,0.8,4,204,3,0,0,0,IT,medium
James Johnson,0.55,0.62,5,226,3,0,0,0,IT,medium
Matthew Williams,0.66,0.9,3,217,4,0,0,0,product_mng,medium
Barbara Corbeil,0.69,0.92,4,149,2,0,0,0,product_mng,medium
Wendy Lew,0.67,0.99,5,237,3,0,0,0,product_mng,medium
Lorenzo Cubbage,0.75,0.37,3,256,3,0,0,0,product_mng,medium
Jennifer Hopkins,0.7,0.98,4,194,2,0,0,0,IT,medium
William Nicks,0.71,0.74,3,202,2,0,0,0,RandD,medium
Roxanna Murray,0.97,0.6,5,133,2,0,0,0,RandD,medium
Frances Baker,0.5,0.48,3,246,3,0,0,0,RandD,medium
Ethel Martin,0.34,0.92,3,206,3,0,0,0,RandD,medium
Jason Heard,0.67,0.74,3,204,3,0,0,0,RandD,medium
Myrtle Berlin,0.78,0.98,4,157,3,0,0,0,marketing,medium
Norman Aguilar,0.52,0.91,4,187,2,0,0,0,sales,medium
Janet Gilmore,0.91,0.51,2,211,2,0,0,0,accounting,medium
Richard Bolt,0.79,0.92,3,204,3,0,0,0,support,medium
Edna Chupp,0.83,0.53,5,182,2,1,0,0,technical,medium
Frances Ward,0.74,0.76,3,244,3,0,0,0,management,medium
Betty Murphy,0.77,0.97,3,184,3,1,0,0,marketing,medium
Lloyd Hill,0.49,0.71,2,117,3,0,0,0,marketing,high
Julie Chester,0.94,0.89,3,230,3,1,0,0,marketing,high
Jacqueline Blackmer,0.99,0.91,3,241,2,0,0,0,sales,high
Lashaunda Sain,0.69,0.84,3,227,3,1,0,0,sales,high
Susan Harden,0.88,0.59,5,147,4,0,0,0,sales,high
Ebony Nittler,0.89,0.9,3,240,3,0,0,0,sales,high
James Escudero,0.8,0.58,4,238,2,0,0,0,sales,high
Jacob Hirst,0.22,0.89,4,262,4,0,0,0,sales,high
Ronald Hoag,0.87,0.83,4,215,2,0,0,0,sales,high
Karen Herrera,0.66,0.66,3,211,4,0,0,0,sales,high
Jeffery Freeman,0.9,0.68,3,156,3,1,0,0,sales,high
Bernice Hart,0.95,0.54,4,180,5,0,0,0,sales,high
Donald Savage,0.49,0.56,4,260,6,0,0,0,sales,low
Charles Lewis,0.71,0.68,4,228,2,0,0,0,sales,low
Alton Powell,0.2,0.96,2,249,3,0,0,0,sales,low
Thomas Wendt,0.95,0.64,3,242,5,1,0,0,sales,low
Nannie Daniels,0.68,0.8,2,254,2,1,0,0,sales,low
