Teressa Fortenberry,0.72,0.96,5,223,3,1,0,0,support,low
Frances Wiglesworth,0.64,0.51,4,247,2,1,0,0,support,low
Naomi Kron,0.79,0.86,3,126,5,0,0,0,support,low
Lillie Youssefi,0.64,0.55,3,147,2,0,0,0,support,low
Flora Handly,0.82,0.88,4,259,3,0,0,0,support,low
Roscoe Poeschel,0.51,0.86,4,196,2,0,0,0,support,low
Marcella Lee,0.18,0.51,6,227,2,0,0,0,support,low
Alex Gagne,0.67,0.58,5,161,3,1,0,0,support,low
Charles Jordan,0.65,0.85,3,213,2,0,0,0,support,low
Darlene Moore,0.7,0.8,4,183,2,0,0,0,support,medium
Helen Williams,0.59,0.59,3,194,2,1,0,0,support,medium
Todd Jackson,0.56,0.76,3,237,3,0,0,0,technical,medium
Tony Lute,0.17,0.94,5,273,4,0,0,0,technical,medium
Anthony White,0.8,0.89,2,166,3,0,0,0,technical,medium
Joseph Gordon,0.91,0.62,5,169,4,0,0,0,management,medium
Clayton Hayes,0.51,0.54,3,154,3,1,0,0,IT,medium
Cora Mccann,0.76,0.59,3,201,6,1,0,0,IT,medium
Regina Hannon,0.82,0.59,3,178,2,0,0,0,IT,medium
David Ramirez,0.44,0.66,3,161,3,0,0,0,IT,medium
David Velez,0.5,0.48,4,269,3,0,0,0,IT,medium
Sandra Hardin,0.54,0.49,3,203,3,1,0,0,product_mng,medium
Matthew Dobson,0.56,0.63,4,271,2,1,0,0,product_mng,high
Casey Billy,0.77,0.66,6,181,4,0,0,0,product_mng,high
Nelson Magallon,0.39,0.38,4,135,2,0,0,0,product_mng,high
Susan Puleio,0.52,0.62,3,275,2,0,0,0,IT,high
Dale Warren,0.63,0.91,3,252,2,0,0,0,RandD,high
Timothy Wang,0.49,0.46,2,129,2,0,0,0,RandD,high
Buddy Raygoza,0.2,0.47,4,230,4,0,0,0,RandD,high
Tony Featherston,0.21,0.94,3,287,5,0,0,0,RandD,high
Rebecca Loomis,0.85,0.98,5,156,2,0,0,0,RandD,low
Cecilia Osterhout,0.54,0.82,2,279,3,1,0,0,marketing,low
Troy Pina,0.23,0.88,5,156,4,0,0,0,sales,low
Tim Campas,0.65,0.96,3,168,2,0,0,0,accounting,low
Derek Mashack,0.19,0.85,6,259,3,1,0,0,support,low
Gary Clark,0.76,0.58,4,188,3,0,0,0,technical,low
Roy Davison,0.83,0.8,4,149,3,0,0,0,management,low
Jose Clark,0.97,0.47,3,157,4,0,0,0,marketing,low
Irene Jones,0.67,1.0,3,201,4,0,0,0,marketing,medium
Sally Durante,0.53,0.62,3,185,3,0,0,0,marketing,medium
Anne Sandoval,0.34,0.71,2,160,3,1,0,0,sales,medium
Robert Mchendry,0.58,0.48,5,251,3,0,0,0,sales,medium
Linda Guinyard,0.96,0.68,5,145,3,1,0,0,sales,medium
Autumn Factor,0.72,0.76,3,269,3,1,0,0,sales,medium
Amanda Edmunds,0.58,0.62,3,213,2,0,0,0,sales,medium
Thomas Moreno,0.39,0.67,6,276,6,0,0,0,sales,medium
Marsha Findley,0.24,0.57,5,232,3,0,0,0,sales,medium
Kasandra Messer,0.64,0.73,4,184,3,0,0,0,sales,medium
Tina Johnson,0.98,0.55,3,260,3,0,0,0,sales,medium
Annette Rowlett,0.64,0.99,3,214,2,0,0,0,sales,medium
Bettie Briley,0.56,0.41,2,194,2,0,0,0,sales,medium
Patricia Phillips,0.53,0.74,5,181,2,0,0,0,sales,medium
Nathan Moreno,0.62,0.57,4,215,3,0,0,0,sales,medium
Dona Delaney,0.85,0.69,3,194,4,0,0,0,sales,medium
Dorothy Pinkowski,0.76,0.85,4,190,3,0,0,0,sales,medium
Kathleen Thomas,0.69,0.5,3,260,4,0,0,0,sales,medium
Belinda Fanning,0.35,0.67,2,171,3,0,0,0,sales,medium
Joanna Hicks,0.54,0.47,2,193,4,0,0,0,sales,medium
Patricia English,0.63,0.49,3,252,3,0,0,0,sales,medium
Mickey Gonzalez,0.58,0.58,5,171,2,0,0,0,accounting,medium
John Duer,0.7,0.93,3,185,4,0,0,0,accounting,medium
Monica Seutter,0.48,0.51,4,152,4,0,0,0,accounting,high
Ryan Bozych,0.59,0.92,4,183,2,0,0,0,hr,low
